Date,day,in_shortwave,out_shortwave,in_longwave,out_longwave
01/01/2018,1,0,0,330.6,351.1
01/01/2018,2,0,0,341.8,350.2
01/01/2018,3,0,0,340.2,348.8
01/01/2018,4,0,0,338.3,347.7
01/01/2018,5,0,0,327.1,346.2
01/01/2018,6,0,0,302.9,343
01/01/2018,7,0,0,282.4,340.9
01/01/2018,8,1.2,0,270.3,338.4
01/01/2018,9,35.1,9.8,284.6,340.1
01/01/2018,10,135.9,44.7,295.8,345.1
01/01/2018,11,198.1,65,281.1,347.9
01/01/2018,12,160,49.1,276.7,347.9
01/01/2018,13,112.4,28.5,302.3,349.6
01/01/2018,14,55.2,11.8,324.9,350
01/01/2018,15,13.7,2.1,343.2,350.1
01/01/2018,16,0,0,347.3,347.2
01/01/2018,17,0,0,354.6,346.9
01/01/2018,18,0,0,356.1,346.5
01/01/2018,19,0,0,355.1,343.6
01/01/2018,20,0,0,352.5,342.1
01/01/2018,21,0,0,351,342.3
01/01/2018,22,0,0,350.6,342.6
01/01/2018,23,0,0,350.4,342.8
01/01/2018,24,0,0,325.9,340.6
02/01/2018,1,0,0,308.2,332.6
02/01/2018,2,0,0,316.5,338
02/01/2018,3,0,0,292.1,334.6
02/01/2018,4,0,0,312.3,337.5
02/01/2018,5,0,0,287.9,332.8
02/01/2018,6,0,0,340.6,341.7
02/01/2018,7,0,0,332.6,340.6
02/01/2018,8,0.2,0,323.5,338.5
02/01/2018,9,18.7,3.3,302.8,338.3
02/01/2018,10,85.3,23.3,314.2,343.3
02/01/2018,11,116.4,31.7,289.8,346.3
02/01/2018,12,118.2,30.4,294,346.9
02/01/2018,13,100.2,23.7,308.8,348.4
02/01/2018,14,49.2,10.7,322.6,346.7
02/01/2018,15,21.9,3.8,316.6,343.4
02/01/2018,16,1,0,320.3,340.8
02/01/2018,17,0,0,325.6,340.9
02/01/2018,18,0,0,334.8,342.9
02/01/2018,19,0,0,340.2,343.1
02/01/2018,20,0,0,342.6,345.1
02/01/2018,21,0,0,344.5,348
02/01/2018,22,0,0,349.5,351.7
02/01/2018,23,0,0,353,354.5
02/01/2018,24,0,0,353.8,358.6
03/01/2018,1,0,0,355.2,359.4
03/01/2018,2,0,0,358.8,361.5
03/01/2018,3,0,0,363.3,365.9
03/01/2018,4,0,0,322.9,357.9
03/01/2018,5,0,0,308.3,354.5
03/01/2018,6,0,0,326.5,353.7
03/01/2018,7,0,0,318.8,344.1
03/01/2018,8,0.9,0,280.5,338.1
03/01/2018,9,10.2,0.9,324.3,344.1
03/01/2018,10,21.9,3.4,339,346.5
03/01/2018,11,23,3,339.6,345.3
03/01/2018,12,19.8,1.8,339.4,346.2
03/01/2018,13,33,5.3,339.4,348.1
03/01/2018,14,47.5,9.8,338.2,349.8
03/01/2018,15,27.4,4.5,334.2,349
03/01/2018,16,1,0,341.7,348.4
03/01/2018,17,0,0,340.1,349.3
03/01/2018,18,0,0,335.7,348.8
03/01/2018,19,0,0,338.9,349.6
03/01/2018,20,0,0,338.7,350.1
03/01/2018,21,0,0,340,348.2
03/01/2018,22,0,0,340.2,347.7
03/01/2018,23,0,0,340.7,348.8
03/01/2018,24,0,0,343.8,348.4
04/01/2018,1,0,0,335.8,347.6
04/01/2018,2,0,0,338.6,347.5
04/01/2018,3,0,0,335.6,347.3
04/01/2018,4,0,0,325.7,346.4
04/01/2018,5,0,0,289.8,341.6
04/01/2018,6,0,0,321.2,344.5
04/01/2018,7,0,0,302.8,342.7
04/01/2018,8,0.1,0,323.2,344.2
04/01/2018,9,8.4,0.7,330.6,346.3
04/01/2018,10,31.8,5.8,336.3,349.3
04/01/2018,11,63,13.3,336,351.9
04/01/2018,12,77.6,16.3,341,355.2
04/01/2018,13,56.6,11.8,352.5,356.3
04/01/2018,14,39.5,8.4,357.6,354.6
04/01/2018,15,17,2.6,361,357.2
04/01/2018,16,3.5,0.3,364.3,362.5
04/01/2018,17,0,0,355.8,363.1
04/01/2018,18,0,0,346.8,360.6
04/01/2018,19,0,0,349.7,358.4
04/01/2018,20,0,0,348,355.3
04/01/2018,21,0,0,342.6,351.2
04/01/2018,22,0,0,323.8,347.1
04/01/2018,23,0,0,306.1,344.8
04/01/2018,24,0,0,325.2,345.7
05/01/2018,1,0,0,299.1,343.3
05/01/2018,2,0,0,303.2,343.3
05/01/2018,3,0,0,337.2,344.5
05/01/2018,4,0,0,343.9,341.8
05/01/2018,5,0,0,342.6,340.7
05/01/2018,6,0,0,339.6,339.7
05/01/2018,7,0,0,295.5,333.7
05/01/2018,8,0.3,0,307.6,337.1
05/01/2018,9,16.1,2.6,323.5,342.7
05/01/2018,10,42.2,9,323.3,346.2
05/01/2018,11,83.7,19.9,307.4,348.9
05/01/2018,12,83.5,19.5,311.5,351.9
05/01/2018,13,76.5,16.8,320.3,353.9
05/01/2018,14,69.9,15.2,313.1,354.6
05/01/2018,15,31,6.2,334.6,352.3
05/01/2018,16,4.2,0.3,338.9,352.7
05/01/2018,17,0,0,351.5,351.9
05/01/2018,18,0,0,289.7,341.3
05/01/2018,19,0,0,270.7,337.7
05/01/2018,20,0,0,269.7,335.6
05/01/2018,21,0,0,270.6,337
05/01/2018,22,0,0,268,336.9
05/01/2018,23,0,0,266.9,335.8
05/01/2018,24,0,0,268.8,335.4
06/01/2018,1,0,0,266.8,332.4
06/01/2018,2,0,0,271.6,330.4
06/01/2018,3,0,0,283.4,330.9
06/01/2018,4,0,0,293.6,326
06/01/2018,5,0,0,291.5,323.2
06/01/2018,6,0,0,301.2,326.3
06/01/2018,7,0,0,297.5,329.2
06/01/2018,8,0.4,0,275.9,321.7
06/01/2018,9,17.6,2.6,320,331.1
06/01/2018,10,53.3,10.9,321.1,340.2
06/01/2018,11,137.2,32.9,300,347.4
06/01/2018,12,96.6,22.7,335,354.6
06/01/2018,13,85.3,18.3,328.9,353.1
06/01/2018,14,52.2,10.7,331.3,350.9
06/01/2018,15,35.5,6.7,310.7,344
06/01/2018,16,6,0.6,308.8,340.3
06/01/2018,17,0,0,315.7,339.2
06/01/2018,18,0,0,313.3,339.4
06/01/2018,19,0,0,323.4,338.2
06/01/2018,20,0,0,300.9,334.2
06/01/2018,21,0,0,282,328.5
06/01/2018,22,0,0,274.6,324.8
06/01/2018,23,0,0,272.3,321.8
06/01/2018,24,0,0,272.2,321.7
07/01/2018,1,0,0,274.6,321
07/01/2018,2,0,0,283.7,322.3
07/01/2018,3,0,0,280.1,322.4
07/01/2018,4,0,0,253.1,319
07/01/2018,5,0,0,250.4,317.3
07/01/2018,6,0,0,247,316.2
07/01/2018,7,0,0,255.4,315.9
07/01/2018,8,0.8,0,242.2,313.8
07/01/2018,9,18.2,3,239.4,312.7
07/01/2018,10,71.6,21.2,238.5,314
07/01/2018,11,150.2,48,240,317.6
07/01/2018,12,229.5,74.9,242.8,323.2
07/01/2018,13,225.9,74.8,244.2,326.5
07/01/2018,14,181.5,63.6,244.3,325.4
07/01/2018,15,96.6,37.8,242.2,320.3
07/01/2018,16,14.9,5.8,240.2,315.5
07/01/2018,17,0,0,238.9,313.3
07/01/2018,18,0,0,238.7,311.6
07/01/2018,19,0,0,238.9,310.9
07/01/2018,20,0,0,238.7,309.5
07/01/2018,21,0,0,239.4,308.4
07/01/2018,22,0,0,244.8,307.7
07/01/2018,23,0,0,296.4,311.9
07/01/2018,24,0,0,279.7,310.9
08/01/2018,1,0,0,266.5,309.1
08/01/2018,2,0,0,300.1,311.8
08/01/2018,3,0,0,309.4,314.1
08/01/2018,4,0,0,311.9,314.8
08/01/2018,5,0,0,311.2,315.2
08/01/2018,6,0,0,309.6,315.6
08/01/2018,7,0,0,283.8,315
08/01/2018,8,1.1,0,255.5,311.2
08/01/2018,9,46.5,17.4,255.7,313.2
08/01/2018,10,130,46.6,258.4,319.2
08/01/2018,11,194.6,64.9,261.8,325.2
08/01/2018,12,209.6,67.4,263.8,330.3
08/01/2018,13,220.3,71.9,265,332.8
08/01/2018,14,140.7,46.1,264.9,330.9
08/01/2018,15,87.5,32.4,264.9,328.7
08/01/2018,16,14.1,4.3,264.4,324
08/01/2018,17,0,0,264.2,320.8
08/01/2018,18,0,0,262.1,319.2
08/01/2018,19,0,0,265.3,319
08/01/2018,20,0,0,265,318.4
08/01/2018,21,0,0,260.3,317.2
08/01/2018,22,0,0,264.8,317.5
08/01/2018,23,0,0,269.3,318
08/01/2018,24,0,0,259.2,317
09/01/2018,1,0,0,269.3,317.9
09/01/2018,2,0,0,266.8,319.1
09/01/2018,3,0,0,260.3,317.3
09/01/2018,4,0,0,259.3,314.9
09/01/2018,5,0,0,269.7,318.1
09/01/2018,6,0,0,277.9,318.5
09/01/2018,7,0,0,277.8,320.5
09/01/2018,8,0.6,0,284.9,321.4
09/01/2018,9,31.9,7.5,276.2,322.5
09/01/2018,10,64.9,15.7,272.5,325
09/01/2018,11,139.5,38,281.1,331.1
09/01/2018,12,130.2,33.8,279.2,334.2
09/01/2018,13,96,22.8,290.9,335.1
09/01/2018,14,62.3,14.1,322,338.7
09/01/2018,15,28.7,5.7,319.2,337.6
09/01/2018,16,6.7,0.8,308.8,331.9
09/01/2018,17,0,0,327.8,335.8
09/01/2018,18,0,0,336.1,337.8
09/01/2018,19,0,0,340.9,340.8
09/01/2018,20,0,0,344,343.1
09/01/2018,21,0,0,343.2,343
09/01/2018,22,0,0,344.6,344.3
09/01/2018,23,0,0,344.8,344.6
09/01/2018,24,0,0,344.8,344.2
10/01/2018,1,0,0,340.6,344
10/01/2018,2,0,0,343.3,344.7
10/01/2018,3,0,0,345,346.3
10/01/2018,4,0,0,346.2,346.7
10/01/2018,5,0,0,346.3,347.4
10/01/2018,6,0,0,347.6,348
10/01/2018,7,0,0,347.8,348.2
10/01/2018,8,0,0,347.9,348.5
10/01/2018,9,3.6,0.2,351.7,348.9
10/01/2018,10,15.8,2.3,354.1,349.6
10/01/2018,11,23.8,4,355.2,350.3
10/01/2018,12,43,8.8,356.4,351.9
10/01/2018,13,49.6,10.1,356.3,352.5
10/01/2018,14,47.6,10.3,358.7,353.7
10/01/2018,15,20.8,3.9,356.6,352.5
10/01/2018,16,1.3,0,351.2,351.8
10/01/2018,17,0,0,345.9,350.5
10/01/2018,18,0,0,343.6,349.5
10/01/2018,19,0,0,343.5,349.3
10/01/2018,20,0,0,347.6,349
10/01/2018,21,0,0,357.8,347.3
10/01/2018,22,0,0,358.5,347.4
10/01/2018,23,0,0,361.1,345.7
10/01/2018,24,0,0,359.9,346.6
11/01/2018,1,0,0,361.9,348.3
11/01/2018,2,0,0,360.6,347.2
11/01/2018,3,0,0,363.8,347.5
11/01/2018,4,0,0,351.9,333.1
11/01/2018,5,0,0,359.3,338.9
11/01/2018,6,0,0,360.5,343.6
11/01/2018,7,0,0,343,344.1
11/01/2018,8,1,0,338.7,343.5
11/01/2018,9,13.5,1.7,342.7,347.5
11/01/2018,10,26.2,4.4,340.1,350.2
11/01/2018,11,49.1,9.7,341,353.6
11/01/2018,12,81.3,17.3,345.7,359.3
11/01/2018,13,80.5,17.2,347.1,360.5
11/01/2018,14,33.3,4.9,340.8,354.8
11/01/2018,15,29.1,3.9,309.6,347.8
11/01/2018,16,8.8,0.7,316.7,343.5
11/01/2018,17,0,0,328.7,344.4
11/01/2018,18,0,0,324.8,343.7
11/01/2018,19,0,0,332.3,344.4
11/01/2018,20,0,0,334.6,344
11/01/2018,21,0,0,341,344
11/01/2018,22,0,0,336.7,341.9
11/01/2018,23,0,0,338.2,341.3
11/01/2018,24,0,0,337.2,340.6
12/01/2018,1,0,0,331.9,340
12/01/2018,2,0,0,328.6,339.2
12/01/2018,3,0,0,328.8,339
12/01/2018,4,0,0,327.8,338.6
12/01/2018,5,0,0,332.1,338.9
12/01/2018,6,0,0,336.7,340.3
12/01/2018,7,0,0,337.4,340.8
12/01/2018,8,0.3,0,337.1,340
12/01/2018,9,10.2,1,338.3,341.6
12/01/2018,10,23.3,4.1,339.9,344.5
12/01/2018,11,42.2,8.7,341.7,347.2
12/01/2018,12,35.9,7.1,342,347.2
12/01/2018,13,41.3,8.2,343.3,350.6
12/01/2018,14,17,2.3,343.7,348.5
12/01/2018,15,11,0.6,341.8,346.4
12/01/2018,16,1.9,0,341.3,345.1
12/01/2018,17,0,0,337.8,341.7
12/01/2018,18,0,0,335.3,339.5
12/01/2018,19,0,0,334.2,339
12/01/2018,20,0,0,330.6,338.5
12/01/2018,21,0,0,323.7,335.8
12/01/2018,22,0,0,325.5,335.8
12/01/2018,23,0,0,307.1,328.8
12/01/2018,24,0,0,316.1,330.1
13/01/2018,1,0,0,324.9,334.7
13/01/2018,2,0,0,334.1,336.9
13/01/2018,3,0,0,334.8,336.8
13/01/2018,4,0,0,335.5,337.1
13/01/2018,5,0,0,336,337.5
13/01/2018,6,0,0,336.7,338
13/01/2018,7,0,0,336.6,338
13/01/2018,8,0.2,0,338.2,339.4
13/01/2018,9,11.2,1,338.9,341.2
13/01/2018,10,33.6,6.4,337.3,343.4
13/01/2018,11,53.9,11.1,333,344.4
13/01/2018,12,45.9,9.3,333.9,344.4
13/01/2018,13,60.1,12.9,334.8,345.9
13/01/2018,14,54.8,12.1,336.3,345.6
13/01/2018,15,29.9,5.7,329.3,340.4
13/01/2018,16,9.1,1,322.5,338.6
13/01/2018,17,0,0,326.5,338.9
13/01/2018,18,0,0,302.6,334.6
13/01/2018,19,0,0,297.6,334.4
13/01/2018,20,0,0,280,326.9
13/01/2018,21,0,0,275.5,326.8
13/01/2018,22,0,0,320.8,333.5
13/01/2018,23,0,0,316.4,333.5
13/01/2018,24,0,0,319.7,333
14/01/2018,1,0,0,324.7,332.9
14/01/2018,2,0,0,325.5,332.9
14/01/2018,3,0,0,325.2,332.6
14/01/2018,4,0,0,324.6,331.9
14/01/2018,5,0,0,323.4,331
14/01/2018,6,0,0,321,329.4
14/01/2018,7,0,0,319.4,328.3
14/01/2018,8,0.8,0,318.5,328.1
14/01/2018,9,21.7,3.6,316.6,329.5
14/01/2018,10,88.6,22.5,300.6,332.1
14/01/2018,11,187.4,56.3,283.1,337
14/01/2018,12,177.3,51.9,268.5,337.6
14/01/2018,13,214,68.6,265,341
14/01/2018,14,159.9,51.5,264.5,338.5
14/01/2018,15,93.2,32.4,262.6,333.8
14/01/2018,16,19.7,5.9,260.1,325.9
14/01/2018,17,0,0,257.4,321.3
14/01/2018,18,0,0,256.2,319.2
14/01/2018,19,0,0,256.1,318
14/01/2018,20,0,0,256.1,317.5
14/01/2018,21,0,0,255.7,317.1
14/01/2018,22,0,0,255,316.7
14/01/2018,23,0,0,256.6,316.9
14/01/2018,24,0,0,256.5,316.8
15/01/2018,1,0,0,288.9,318.4
15/01/2018,2,0,0,310,322.2
15/01/2018,3,0,0,320,324.4
15/01/2018,4,0,0,325.3,326.6
15/01/2018,5,0,0,327.1,330.4
15/01/2018,6,0,0,327.4,332.2
15/01/2018,7,0,0,329.7,333.3
15/01/2018,8,0.1,0,331.4,334.6
15/01/2018,9,4.9,0.1,330.5,334.2
15/01/2018,10,17.7,2.5,333.3,337
15/01/2018,11,43.7,8.6,331.7,340.4
15/01/2018,12,52.5,10.3,330.5,343.5
15/01/2018,13,29.1,4,338.3,344.6
15/01/2018,14,26.1,3.7,339.7,346
15/01/2018,15,5.9,0,339.5,344.8
15/01/2018,16,0.3,0,339.2,344.8
15/01/2018,17,0,0,337.4,343.5
15/01/2018,18,0,0,336.8,342.4
15/01/2018,19,0,0,339.9,344.1
15/01/2018,20,0,0,344.2,347.8
15/01/2018,21,0,0,348.8,353.3
15/01/2018,22,0,0,341.6,352.6
15/01/2018,23,0,0,331.9,352.2
15/01/2018,24,0,0,316.2,343.7
16/01/2018,1,0,0,294.9,338.4
16/01/2018,2,0,0,333.7,339.4
16/01/2018,3,0,0,325.8,339
16/01/2018,4,0,0,323.2,341.6
16/01/2018,5,0,0,296,339.2
16/01/2018,6,0,0,302.1,338.9
16/01/2018,7,0,0,331.8,339.6
16/01/2018,8,0,0,334.4,339.2
16/01/2018,9,11.3,1.3,308.5,334.9
16/01/2018,10,125.7,39.1,273.2,335.7
16/01/2018,11,202.5,59.5,286.4,338.8
16/01/2018,12,159.2,42.6,286.2,340.4
16/01/2018,13,118.5,30.1,277.2,337.2
16/01/2018,14,57.4,13.7,287.2,330.2
16/01/2018,15,64.9,18.4,273.7,332.9
16/01/2018,16,16,3.2,272.3,330.6
16/01/2018,17,0,0,278.1,328.2
16/01/2018,18,0,0,300.2,328.1
16/01/2018,19,0,0,319.5,327.3
16/01/2018,20,0,0,274.4,321.3
16/01/2018,21,0,0,270.7,324
16/01/2018,22,0,0,316.7,326.6
16/01/2018,23,0,0,321,328.3
16/01/2018,24,0,0,323.2,329
17/01/2018,1,0,0,328.1,331.4
17/01/2018,2,0,0,310.3,328.8
17/01/2018,3,0,0,281.5,325.4
17/01/2018,4,0,0,276.1,321.4
17/01/2018,5,0,0,268.6,321.6
17/01/2018,6,0,0,297,322.7
17/01/2018,7,0,0,305.5,320.6
17/01/2018,8,1.1,0.1,311.2,321.6
17/01/2018,9,21.8,4.6,307.9,324.2
17/01/2018,10,73.1,17.9,304.1,328.2
17/01/2018,11,122.3,29.9,292.6,331.7
17/01/2018,12,177.1,48.5,300.7,337.1
17/01/2018,13,105.4,24.7,291.8,334.8
17/01/2018,14,71.2,16.2,307.4,333.4
17/01/2018,15,71,18.1,282.7,332
17/01/2018,16,11.9,2,302.1,332.6
17/01/2018,17,0,0,308.6,333.6
17/01/2018,18,0,0,307.4,333.2
17/01/2018,19,0,0,301.9,331.5
17/01/2018,20,0,0,308.2,332.5
17/01/2018,21,0,0,295,331.2
17/01/2018,22,0,0,306.3,332.7
17/01/2018,23,0,0,297,331.3
17/01/2018,24,0,0,304,331.4
18/01/2018,1,0,0,307,332.3
18/01/2018,2,0,0,313.6,332.4
18/01/2018,3,0,0,329.7,334.3
18/01/2018,4,0,0,329.3,334.4
18/01/2018,5,0,0,329.7,333.6
18/01/2018,6,0,0,338.8,341.1
18/01/2018,7,0,0,345.6,353
18/01/2018,8,0.2,0,337.3,352.9
18/01/2018,9,8.6,0.2,338.7,349.8
18/01/2018,10,27.2,3.7,332,340.4
18/01/2018,11,75.9,15.8,326.5,338.8
18/01/2018,12,143.2,35.2,325,342
18/01/2018,13,133.8,35,320.8,343.2
18/01/2018,14,73.2,15.4,315.8,339.4
18/01/2018,15,53.2,11.6,315.1,338.5
18/01/2018,16,11.2,1.6,315.7,338.7
18/01/2018,17,0,0,286.2,341.6
18/01/2018,18,0,0,259.3,339.1
18/01/2018,19,0,0,256,322.9
18/01/2018,20,0,0,263.3,317.4
18/01/2018,21,0,0,297.1,317.3
18/01/2018,22,0,0,333,324.3
18/01/2018,23,0,0,332.3,327.7
18/01/2018,24,0,0,333.4,335.8
19/01/2018,1,0,0,333,336.7
19/01/2018,2,0,0,334.6,337.4
19/01/2018,3,0,0,332.5,335.4
19/01/2018,4,0,0,327.2,334.1
19/01/2018,5,0,0,325.3,334.3
19/01/2018,6,0,0,326.4,337.2
19/01/2018,7,0,0,301.3,336.3
19/01/2018,8,2.2,0.2,297.7,326.9
19/01/2018,9,32.6,6.7,301.2,330.1
19/01/2018,10,82.3,19.3,287.3,333.4
19/01/2018,11,142.1,37.2,281.5,338.2
19/01/2018,12,157.3,41.7,291.1,341.9
19/01/2018,13,105.6,28.6,310.1,337
19/01/2018,14,72.9,16.9,305.1,336
19/01/2018,15,77,19.6,278,333.6
19/01/2018,16,14.6,2.4,282.9,328.9
19/01/2018,17,0.1,0,279.3,326
19/01/2018,18,0,0,284.4,325.6
19/01/2018,19,0,0,274.2,323.6
19/01/2018,20,0,0,272.5,321.8
19/01/2018,21,0,0,273.9,320.4
19/01/2018,22,0,0,278.5,322.4
19/01/2018,23,0,0,293.8,322.6
19/01/2018,24,0,0,323.6,325.2
20/01/2018,1,0,0,288.1,320.4
20/01/2018,2,0,0,284.7,319.9
20/01/2018,3,0,0,263.2,319
20/01/2018,4,0,0,261.9,318.6
20/01/2018,5,0,0,261.1,318
20/01/2018,6,0,0,266.6,318
20/01/2018,7,0,0,291.8,318.7
20/01/2018,8,3.8,0.4,275.5,319.2
20/01/2018,9,28,5.2,295.4,321.2
20/01/2018,10,53.5,11.1,317.1,327.7
20/01/2018,11,56.1,11.8,324.6,331.8
20/01/2018,12,51.7,10.3,328.2,334.7
20/01/2018,13,40.7,7.8,328.4,335.5
20/01/2018,14,30.5,5.3,330,335.5
20/01/2018,15,30.6,5.3,337.4,335.5
20/01/2018,16,11.8,1.7,340.6,332.6
20/01/2018,17,0,0,347.2,332.5
20/01/2018,18,0,0,347.5,330.1
20/01/2018,19,0,0,334.4,325.6
20/01/2018,20,0,0,322,329.6
20/01/2018,21,0,0,310.2,324.8
20/01/2018,22,0,0,332.3,329.6
20/01/2018,23,0,0,331.7,329.3
20/01/2018,24,0,0,328.6,327.2
21/01/2018,1,0,0,314.1,327
21/01/2018,2,0,0,303.5,325.3
21/01/2018,3,0,0,282.7,321.7
21/01/2018,4,0,0,264.8,314.9
21/01/2018,5,0,0,250.3,313.6
21/01/2018,6,0,0,257.6,314
21/01/2018,7,0,0,257.3,313.7
21/01/2018,8,4.8,0.8,251,312.5
21/01/2018,9,76.7,28.4,253.1,316.4
21/01/2018,10,156.9,47,262.3,324.8
21/01/2018,11,186.7,49.9,273.7,332.7
21/01/2018,12,259.2,76.3,264,343.6
21/01/2018,13,265.5,80.5,266.4,347.8
21/01/2018,14,154,40,282,343.2
21/01/2018,15,70.8,15.5,301,339.7
21/01/2018,16,17.1,2.4,293.7,332.2
21/01/2018,17,0,0,276.7,320.2
21/01/2018,18,0,0,291.6,322
21/01/2018,19,0,0,305.6,327.2
21/01/2018,20,0,0,314.2,329.8
21/01/2018,21,0,0,316.8,329.7
21/01/2018,22,0,0,322.9,329.8
21/01/2018,23,0,0,327,328.6
21/01/2018,24,0,0,328.5,330.2
22/01/2018,1,0,0,327.3,330.3
22/01/2018,2,0,0,330,332.1
22/01/2018,3,0,0,332.1,333.7
22/01/2018,4,0,0,335.1,336.3
22/01/2018,5,0,0,337.4,338.5
22/01/2018,6,0,0,344.2,345.4
22/01/2018,7,0,0,348,348.5
22/01/2018,8,1.4,0.1,347,344.4
22/01/2018,9,38.5,8.4,334.3,346.2
22/01/2018,10,76.9,16.9,317,348
22/01/2018,11,141.3,35.9,287.4,350
22/01/2018,12,143.6,35.5,297.5,353.2
22/01/2018,13,139.9,32.1,334.5,357.4
22/01/2018,14,94.8,21,337.4,356.2
22/01/2018,15,57.9,12.2,336.1,354.1
22/01/2018,16,9.9,1,334.5,349.5
22/01/2018,17,0.2,0,329.7,346.7
22/01/2018,18,0,0,325.6,345
22/01/2018,19,0,0,325.3,344.5
22/01/2018,20,0,0,321.6,343.4
22/01/2018,21,0,0,334.7,344
22/01/2018,22,0,0,326.5,342.4
22/01/2018,23,0,0,337.3,345
22/01/2018,24,0,0,339,345.8
23/01/2018,1,0,0,324.5,343.6
23/01/2018,2,0,0,331.8,343.8
23/01/2018,3,0,0,331.3,343.4
23/01/2018,4,0,0,331.5,343.1
23/01/2018,5,0,0,309.7,339.4
23/01/2018,6,0,0,321.2,337.1
23/01/2018,7,0,0,335,343.2
23/01/2018,8,2.5,0,334.5,343.8
23/01/2018,9,21,3.3,338.4,345.9
23/01/2018,10,55.7,11.7,339.8,349.1
23/01/2018,11,98.3,21.5,337.2,353
23/01/2018,12,157.5,36.7,340.3,358.9
23/01/2018,13,160.5,38.2,332.2,359.7
23/01/2018,14,111.5,26,343.3,359.6
23/01/2018,15,22.6,3.2,353,354.7
23/01/2018,16,10.5,1.1,352.6,354.6
23/01/2018,17,0,0,354.3,355.3
23/01/2018,18,0,0,357.8,357.4
23/01/2018,19,0,0,360.1,361.7
23/01/2018,20,0,0,360.2,363.5
23/01/2018,21,0,0,361.2,363.3
23/01/2018,22,0,0,362.8,364.9
23/01/2018,23,0,0,366,370.9
23/01/2018,24,0,0,368.9,371.7
24/01/2018,1,0,0,368.4,372
24/01/2018,2,0,0,364.6,368.6
24/01/2018,3,0,0,364.4,368.4
24/01/2018,4,0,0,369.3,369
24/01/2018,5,0,0,369.6,369.7
24/01/2018,6,0,0,368.9,370.4
24/01/2018,7,0,0,368.6,370.5
24/01/2018,8,1.9,0,366.3,369.9
24/01/2018,9,32.1,6.3,367.1,371.5
24/01/2018,10,53.3,11.3,368.3,373.7
24/01/2018,11,31.4,5.7,370.6,373.8
24/01/2018,12,63.8,13.5,368,376.1
24/01/2018,13,58.6,12.3,369.9,378.1
24/01/2018,14,30.5,5.2,371.7,376.8
24/01/2018,15,16.4,1.8,369.5,374.9
24/01/2018,16,20.5,3.5,365.8,373.7
24/01/2018,17,0,0,366.4,372.3
24/01/2018,18,0,0,364.4,371
24/01/2018,19,0,0,364.2,370.2
24/01/2018,20,0,0,364.3,369.2
24/01/2018,21,0,0,364.4,367.7
24/01/2018,22,0,0,355,356.5
24/01/2018,23,0,0,355.9,357.3
24/01/2018,24,0,0,350.4,354.8
25/01/2018,1,0,0,343.7,351.3
25/01/2018,2,0,0,331.1,349.9
25/01/2018,3,0,0,322,349
25/01/2018,4,0,0,299.4,346
25/01/2018,5,0,0,302.9,345.7
25/01/2018,6,0,0,291.6,343.5
25/01/2018,7,0,0,311.2,344.7
25/01/2018,8,2.7,0.1,316.3,346.7
25/01/2018,9,31.5,5.7,306,347.2
25/01/2018,10,81.1,17.3,308.5,351.2
25/01/2018,11,122.8,27.2,318.2,356
25/01/2018,12,108.1,24,343.8,359.1
25/01/2018,13,90.6,19.5,337.1,359.9
25/01/2018,14,89.8,19.3,328,360.5
25/01/2018,15,57.9,11.8,325.7,358.7
25/01/2018,16,11.3,1,325.8,353.5
25/01/2018,17,0,0,322.7,348
25/01/2018,18,0,0,322.2,345.7
25/01/2018,19,0,0,318.6,341.6
25/01/2018,20,0,0,317.9,342.8
25/01/2018,21,0,0,315.8,345.3
25/01/2018,22,0,0,302.2,340.1
25/01/2018,23,0,0,302.8,335
25/01/2018,24,0,0,309.5,341
26/01/2018,1,0,0,302.5,340.4
26/01/2018,2,0,0,287.9,326.7
26/01/2018,3,0,0,280.3,324.3
26/01/2018,4,0,0,277.9,323.2
26/01/2018,5,0,0,282.2,322.5
26/01/2018,6,0,0,295.1,326.8
26/01/2018,7,0,0,290.9,329.4
26/01/2018,8,3.4,0.2,297.1,325
26/01/2018,9,34.7,6.2,312.5,337.1
26/01/2018,10,68.2,14.2,330.3,346.6
26/01/2018,11,129.6,29.5,334.9,354.9
26/01/2018,12,133,29.7,320.3,358.6
26/01/2018,13,132.8,30.8,325.9,360.9
26/01/2018,14,176.3,48.4,323,365.9
26/01/2018,15,58.8,12.3,331.9,357.8
26/01/2018,16,17.2,2,331,351.6
26/01/2018,17,0.5,0,327.9,345.1
26/01/2018,18,0,0,344,346.7
26/01/2018,19,0,0,343.5,346.8
26/01/2018,20,0,0,336.1,345.2
26/01/2018,21,0,0,340.5,345.7
26/01/2018,22,0,0,343.2,347.1
26/01/2018,23,0,0,344.1,347.3
26/01/2018,24,0,0,337.3,345.1
27/01/2018,1,0,0,335.9,344.1
27/01/2018,2,0,0,335.8,344.2
27/01/2018,3,0,0,335.9,344.1
27/01/2018,4,0,0,336.1,343.5
27/01/2018,5,0,0,336.1,343.1
27/01/2018,6,0,0,334.4,341.4
27/01/2018,7,0,0,332.7,340.8
27/01/2018,8,1.7,0,331.3,340.1
27/01/2018,9,15,1.7,331.6,340.6
27/01/2018,10,42.8,8.4,331.6,341.8
27/01/2018,11,72.2,15.5,333.2,345.2
27/01/2018,12,133.4,31.3,327.1,347.2
27/01/2018,13,177.3,44.9,306,348.4
27/01/2018,14,200.5,58.8,283,349.5
27/01/2018,15,109.3,29.8,278.2,344.6
