"","Datum","WL_Down_Dintel","WL_Down_Vliet","WL_Up_Dintel","WL_Up_Vliet","WL_Gastel","Qin_MarkCanal","Qin_BlauweKamer","Qin_Molenbeak","Qin_Oranjeboombrug","Qout_Dintelsas","Qout_Vliet","dt","dV","Q_diff"
"1",2018-01-01 02:00:00,0.167,0.136,0.207,0.131,0.17,0,0,13.812,18.778,34.713,9.851,1,0,0
"2",2018-01-01 03:00:00,0.208,0.152,0.244,0.152,0.209,0,0,4.419,19.175,27.198,9.851,3600,88230.2,24.5083888888889
"3",2018-01-01 04:00:00,0.184,0.164,0.235,0.169,0.246,0,0,11.443,19.526,38.407,19.462,3600,-21461.4,-5.96150000000001
"4",2018-01-01 05:00:00,0.184,0.156,0.238,0.158,0.216,0,0,11.124,19.694,42.851,19.462,3600,7153.80000000001,1.98716666666667
"5",2018-01-01 06:00:00,0.166,0.165,0.226,0.161,0.215,0,0,9.635,19.48,44.673,13.855,3600,-28615.2,-7.94866666666666
"6",2018-01-01 07:00:00,0.168,0.161,0.223,0.164,0.201,0,0,11.39,19.51,42.202,18.821,3600,-7153.80000000001,-1.98716666666667
"7",2018-01-01 08:00:00,0.17,0.166,0.225,0.164,0.205,0,0,8.984,19.175,42.027,14.496,3600,4769.2,1.32477777777778
"8",2018-01-01 09:00:00,0.179,0.161,0.228,0.162,0.203,0,0,10.116,18.839,40.355,18.02,3600,7153.80000000001,1.98716666666667
"9",2018-01-01 10:00:00,0.167,0.151,0.219,0.155,0.199,0,0,11.328,18.381,42.152,19.942,3600,-21461.4,-5.96150000000001
"10",2018-01-01 11:00:00,0.157,0.137,0.215,0.141,0.191,0,0,12.919,17.908,44.274,21.864,3600,-9538.40000000001,-2.64955555555556
"11",2018-01-01 12:00:00,0.14,0.136,0.198,0.135,0.172,0,0,11.061,17.283,44.898,16.258,3600,-40538.2,-11.2606111111111
"12",2018-01-01 13:00:00,0.146,0.141,0.195,0.136,0.157,0,0,8.003,16.779,38.682,10.171,3600,-7153.80000000001,-1.98716666666667
"13",2018-01-01 14:00:00,0.155,0.158,0.196,0.151,0.176,0,0,9.779,16.306,35.412,7.448,3600,2384.6,0.662388888888889
"14",2018-01-01 15:00:00,0.162,0.167,0.21,0.164,0.177,0,0,6.875,15.741,36.235,11.453,3600,33384.4,9.27344444444443
"15",2018-01-01 16:00:00,0.173,0.177,0.214,0.174,0.185,0,0,6.171,15.467,31.767,9.851,3600,9538.40000000001,2.64955555555556
"16",2018-01-01 17:00:00,0.174,0.184,0.218,0.18,0.205,0,0,5.403,14.765,33.614,10.332,3600,9538.40000000001,2.64955555555556
"17",2018-01-01 18:00:00,0.184,0.183,0.228,0.183,0.206,0,0,7.732,14.719,34.488,12.574,3600,23846,6.62388888888889
"18",2018-01-01 19:00:00,0.19,0.185,0.23,0.183,0.207,0,0,5.911,14.582,32.441,10.812,3600,4769.2,1.32477777777778
"19",2018-01-01 20:00:00,0.2,0.193,0.237,0.188,0.217,0,0,5.465,14.628,31.118,12.254,3600,16692.1999999999,4.63672222222221
"20",2018-01-01 21:00:00,0.191,0.188,0.234,0.187,0.223,0,0,8.61,14.933,36.186,14.496,3600,-7153.79999999994,-1.98716666666665
"21",2018-01-01 22:00:00,0.184,0.178,0.231,0.18,0.21,0,0,8.482,15.329,37.858,18.501,3600,-7153.80000000001,-1.98716666666667
"22",2018-01-01 23:00:00,0.179,0.166,0.224,0.168,0.204,0,0,7.001,15.833,35.836,18.02,3600,-16692.2,-4.63672222222223
"23",2018-01-02 00:00:00,0.162,0.166,0.212,0.165,0.197,0,0,8.18033333333333,16.337,37.733,14.496,3600,-28615.2,-7.94866666666667
"24",2018-01-02 01:00:00,0.162,0.161,0.211,0.161,0.188,0,0,7.374,16.962,37.983,15.617,3600,-2384.6,-0.662388888888889
"25",2018-01-02 02:00:00,0.178,0.17,0.216,0.167,0.195,0,0,6.519,17.389,33.29,11.453,3600,11923,3.31194444444445
"26",2018-01-02 03:00:00,0.198,0.187,0.232,0.183,0.211,0,0,7.387,17.893,28.197,7.288,3600,38153.6,10.5982222222222
"27",2018-01-02 04:00:00,0.203,0.196,0.241,0.192,0.231,0,0,4.316,18.29,30.643,9.37,3600,21461.4,5.96149999999999
"28",2018-01-02 05:00:00,0.207,0.196,0.252,0.191,0.239,0,0,7.238,18.763,33.24,8.57,3600,26230.6,7.28627777777778
"29",2018-01-02 06:00:00,0.197,0.192,0.246,0.191,0.233,0,0,10.039,19.037,37.359,10.972,3600,-14307.6,-3.97433333333334
"30",2018-01-02 07:00:00,0.208,0.194,0.249,0.192,0.221,0,0,6.918,19.144,33.664,9.21,3600,7153.80000000001,1.98716666666667
"31",2018-01-02 08:00:00,0.204,0.197,0.246,0.198,0.23,0,0,6.073,19.343,34.288,11.933,3600,-7153.80000000001,-1.98716666666667
"32",2018-01-02 09:00:00,0.204,0.201,0.256,0.198,0.232,0,0,5.53,19.51,36.111,10.812,3600,23846,6.62388888888889
"33",2018-01-02 10:00:00,0.203,0.194,0.249,0.194,0.226,0,0,9.736,19.709,35.611,15.137,3600,-16692.2,-4.63672222222223
"34",2018-01-02 11:00:00,0.176,0.178,0.234,0.182,0.219,0,0,9.966,19.785,42.476,19.141,3600,-35769,-9.93583333333332
"35",2018-01-02 12:00:00,0.171,0.164,0.225,0.164,0.204,0,0,7.859,19.8,39.456,17.54,3600,-21461.4,-5.96150000000001
"36",2018-01-02 13:00:00,0.159,0.157,0.21,0.158,0.192,0,0,10.001,19.556,47.245,16.098,3600,-35769,-9.93583333333334
"37",2018-01-02 14:00:00,0.161,0.159,0.214,0.156,0.182,0,0,7.187,19.388,39.231,12.894,3600,9538.40000000001,2.64955555555556
"38",2018-01-02 15:00:00,0.176,0.179,0.215,0.17,0.184,0,0,5.697,19.19,31.767,2.803,3600,2384.6,0.662388888888889
"39",2018-01-02 16:00:00,0.192,0.194,0.234,0.188,0.198,0,0,6.697,18.87,31.517,7.128,3600,45307.4,12.5853888888889
"40",2018-01-02 17:00:00,0.209,0.197,0.248,0.196,0.206,0,0,10.641,18.931,31.243,11.773,3600,33384.4,9.27344444444443
"41",2018-01-02 18:00:00,0.2,0.201,0.244,0.2,0.207,0,0,9.03,19.251,33.864,8.57,3600,-9538.40000000001,-2.64955555555556
"42",2018-01-02 19:00:00,0.206,0.203,0.249,0.2,0.203,0,0,12.649,18.732,32.441,10.812,3600,11923,3.31194444444445
"43",2018-01-02 20:00:00,0.213,0.209,0.255,0.204,0.198,0,0,7.779,18.137,30.668,9.691,3600,14307.6,3.97433333333334
"44",2018-01-02 21:00:00,0.218,0.207,0.261,0.203,0.229,0,0,5.965,17.557,28.671,6.487,3600,14307.6,3.97433333333334
"45",2018-01-02 22:00:00,0.211,0.2,0.254,0.197,0.225,0,0,9.853,16.733,31.717,13.055,3600,-16692.2,-4.63672222222223
"46",2018-01-02 23:00:00,0.194,0.183,0.239,0.185,0.203,0,0,8.873,16.123,35.087,17.059,3600,-35769,-9.93583333333334
"47",2018-01-03 00:00:00,0.179,0.168,0.231,0.166,0.189,0,0,10.056,15.635,36.81,14.496,3600,-19076.8,-5.2991111111111
"48",2018-01-03 01:00:00,0.159,0.161,0.211,0.162,0.175,0,0,11.986,15.223,37.209,14.977,3600,-47692,-13.2477777777778
"49",2018-01-03 02:00:00,0.17,0.15,0.213,0.148,0.16,0,0,11.213,14.994,33.365,13.535,3600,4769.2,1.32477777777778
"50",2018-01-03 03:00:00,0.184,0.157,0.221,0.149,0.16,0,0,9.051,15.024,27.997,7.128,3600,19076.8,5.29911111111112
"51",2018-01-03 04:00:00,0.242,0.159,0.286,0.155,0.228,0,0,-1.531,14.872,8.625,9.851,3600,154999,43.0552777777778
"52",2018-01-03 05:00:00,0.217,0.181,0.243,0.18,0.263,0,0,21.502,15.345,22.755,8.089,3600,-102537.8,-28.4827222222222
"53",2018-01-03 06:00:00,0.2,0.184,0.267,0.178,0.238,0,0,1.696,15.833,40.829,11.132,3600,57230.4000000001,15.8973333333333
"54",2018-01-03 07:00:00,0.305,0.153,0.327,0.153,0.258,0,0,6.502,16.733,4.306,18.821,3600,143076,39.7433333333333
"55",2018-01-03 08:00:00,0.164,0.202,0.224,0.195,0.308,0,0,-3.45671428571429,17.679,44.823,3.444,3600,-245613.8,-68.2260555555556
"56",2018-01-03 09:00:00,0.272,0.178,0.323,0.175,0.242,0,0,-0.615,18.259,28.721,16.578,3600,236075.4,65.5765
"57",2018-01-03 10:00:00,0.253,0.185,0.283,0.182,0.301,0,0,18.285,19.495,25.251,6.647,3600,-95384.0000000001,-26.4955555555556
"58",2018-01-03 11:00:00,0.271,0.166,0.319,0.166,0.286,0,0,3.633,20.624,29.745,12.093,3600,85845.6000000001,23.846
"59",2018-01-03 12:00:00,0.266,0.159,0.309,0.156,0.313,0,0,11.482,21.387,27.922,7.929,3600,-23846,-6.62388888888889
"60",2018-01-03 13:00:00,0.237,0.155,0.288,0.156,0.301,0,0,8.169,21.708,38.557,13.695,3600,-50076.6,-13.9101666666667
"61",2018-01-03 14:00:00,0.233,0.153,0.284,0.151,0.277,0,0,10.219,22.471,38.632,14.817,3600,-9538.40000000001,-2.64955555555556
"62",2018-01-03 15:00:00,0.245,0.163,0.291,0.161,0.273,0,0,8.181,22.852,33.14,6.167,3600,16692.2,4.63672222222223
"63",2018-01-03 16:00:00,0.231,0.182,0.282,0.18,0.288,0,0,9.224,22.944,38.482,9.851,3600,-21461.4,-5.96150000000001
"64",2018-01-03 17:00:00,0.235,0.188,0.286,0.191,0.264,0,0,9.491,23.127,41.253,14.336,3600,9538.40000000001,2.64955555555556
"65",2018-01-03 18:00:00,0.226,0.196,0.29,0.193,0.282,0,0,3.83,23.142,43.051,10.011,3600,9538.40000000001,2.64955555555556
"66",2018-01-03 19:00:00,0.233,0.2,0.284,0.2,0.267,0,0,10.267,22.349,39.531,14.817,3600,-14307.6,-3.97433333333334
"67",2018-01-03 20:00:00,0.241,0.203,0.291,0.201,0.272,0,0,4.791,21.998,37.409,8.73,3600,16692.2,4.63672222222223
"68",2018-01-03 21:00:00,0.222,0.215,0.282,0.211,0.274,0,0,8.398,21.509,43.275,7.929,3600,-21461.4,-5.96150000000001
"69",2018-01-03 22:00:00,0.244,0.219,0.298,0.214,0.265,0,0,3.838,20.838,38.957,12.093,3600,38153.6,10.5982222222222
"70",2018-01-03 23:00:00,0.236,0.217,0.285,0.218,0.273,0,0,8.235,20.09,37.833,12.894,3600,-30999.8,-8.61105555555556
"71",2018-01-04 00:00:00,0.229,0.201,0.288,0.2,0.261,0,0,5.77466666666667,19.465,41.503,15.137,3600,7153.80000000001,1.98716666666667
"72",2018-01-04 01:00:00,0.213,0.192,0.269,0.188,0.25,0,0,7.84,18.732,40.379,10.332,3600,-45307.3999999999,-12.5853888888889
"73",2018-01-04 02:00:00,0.195,0.181,0.252,0.181,0.231,0,0,5.582,18.076,44.299,15.617,3600,-40538.2,-11.2606111111111
"74",2018-01-04 03:00:00,0.199,0.188,0.251,0.181,0.218,0,0,5.334,17.389,38.208,6.808,3600,-2384.6,-0.662388888888889
"75",2018-01-04 04:00:00,0.21,0.204,0.252,0.197,0.22,0,0,4.66,16.81,33.664,5.366,3600,2384.6,0.662388888888889
"76",2018-01-04 05:00:00,0.224,0.221,0.267,0.214,0.24,0,0,2.698,15.925,32.341,5.686,3600,35769,9.93583333333334
"77",2018-01-04 06:00:00,0.233,0.222,0.271,0.22,0.238,0,0,5.688,15.467,30.793,9.851,3600,9538.40000000001,2.64955555555556
"78",2018-01-04 07:00:00,0.219,0.223,0.268,0.219,0.24,0,0,2.632,14.75,31.967,8.089,3600,-7153.80000000001,-1.98716666666667
"79",2018-01-04 08:00:00,0.224,0.225,0.27,0.218,0.232,0,0,4.398,14.307,33.464,5.526,3600,4769.2,1.32477777777778
"80",2018-01-04 09:00:00,0.209,0.224,0.266,0.219,0.233,0,0,4.119,13.681,37.284,10.652,3600,-9538.40000000001,-2.64955555555556
"81",2018-01-04 10:00:00,0.228,0.225,0.271,0.22,0.23,0,0,5.713,13.33,28.097,6.007,3600,11923,3.31194444444445
"82",2018-01-04 11:00:00,0.218,0.225,0.264,0.221,0.236,0,0,4.563,12.812,32.341,8.73,3600,-16692.2,-4.63672222222223
"83",2018-01-04 12:00:00,0.21,0.209,0.255,0.209,0.222,0,0,5.367,12.491,33.939,16.899,3600,-21461.4,-5.96150000000001
"84",2018-01-04 13:00:00,0.188,0.196,0.235,0.194,0.201,0,0,5.649,12.217,34.613,12.414,3600,-47692,-13.2477777777778
"85",2018-01-04 14:00:00,0.182,0.184,0.222,0.181,0.189,0,0,6.428,11.896,29.795,11.773,3600,-30999.8,-8.61105555555555
"86",2018-01-04 15:00:00,0.19,0.167,0.227,0.168,0.183,0,0,4.356,11.606,26.225,9.05,3600,11923,3.31194444444445
"87",2018-01-04 16:00:00,0.211,0.16,0.245,0.159,0.206,0,0,0.489,11.362,15.79,6.968,3600,42922.8,11.923
"88",2018-01-04 17:00:00,0.217,0.174,0.248,0.169,0.209,0,0,6.588,10.935,17.163,2.963,3600,7153.80000000001,1.98716666666667
"89",2018-01-04 18:00:00,0.236,0.196,0.263,0.188,0.223,0,0,-0.053,10.736,15.216,1.842,3600,35769,9.93583333333334
"90",2018-01-04 19:00:00,0.255,0.201,0.286,0.196,0.236,0,0,4.684,10.523,13.293,2.643,3600,54845.7999999999,15.2349444444444
"91",2018-01-04 20:00:00,0.244,0.203,0.271,0.203,0.25,0,0,6.044,10.08,14.117,2.483,3600,-35768.9999999999,-9.9358333333333
"92",2018-01-04 21:00:00,0.265,0.191,0.303,0.19,0.265,0,0,-3.69,9.592,6.528,5.847,3600,76307.1999999999,21.1964444444444
"93",2018-01-04 22:00:00,0.207,0.201,0.246,0.197,0.25,0,0,14.071,9.973,32.79,8.249,3600,-135922.2,-37.7561666666667
"94",2018-01-04 23:00:00,0.225,0.191,0.269,0.188,0.198,0,0,-2.663,9.928,26.125,12.414,3600,54845.8,15.2349444444445
"95",2018-01-05 00:00:00,0.208,0.191,0.24,0.189,0.219,0,0,6.61933333333333,9.851,24.477,2.162,3600,-69153.4000000001,-19.2092777777778
"96",2018-01-05 01:00:00,0.184,0.175,0.233,0.175,0.206,0,0,1.229,9.836,33.439,15.778,3600,-16692.1999999999,-4.63672222222221
"97",2018-01-05 02:00:00,0.17,0.159,0.213,0.156,0.174,0,0,6.632,9.699,30.244,10.972,3600,-47692,-13.2477777777778
"98",2018-01-05 03:00:00,0.138,0.142,0.184,0.143,0.154,0,0,4.615,9.546,33.19,12.414,3600,-69153.4,-19.2092777777778
"99",2018-01-05 04:00:00,0.146,0.148,0.184,0.144,0.144,0,0,5.611,9.546,29.245,5.526,3600,0,0
"100",2018-01-05 05:00:00,0.159,0.158,0.19,0.153,0.174,0,0,0.628,9.317,21.706,4.725,3600,14307.6,3.97433333333334
"101",2018-01-05 06:00:00,0.168,0.164,0.202,0.161,0.16,0,0,4.923,9.394,22.83,4.885,3600,28615.2,7.94866666666667
"102",2018-01-05 07:00:00,0.176,0.178,0.205,0.173,0.165,0,0,2.596,9.287,19.534,2.963,3600,7153.79999999994,1.98716666666665
"103",2018-01-05 08:00:00,0.18,0.178,0.213,0.175,0.176,0,0,3.037,9.104,20.758,5.366,3600,19076.8,5.29911111111112
"104",2018-01-05 09:00:00,0.177,0.174,0.216,0.171,0.178,0,0,4.559,8.982,20.483,5.046,3600,7153.80000000001,1.98716666666667
"105",2018-01-05 10:00:00,0.17,0.177,0.208,0.173,0.17,0,0,3.332,8.951,24.028,6.007,3600,-19076.8,-5.29911111111112
"106",2018-01-05 11:00:00,0.187,0.171,0.22,0.171,0.159,0,0,4.831,8.768,18.761,9.691,3600,28615.2,7.94866666666667
"107",2018-01-05 12:00:00,0.162,0.164,0.196,0.163,0.179,0,0,6.682,8.768,21.457,7.769,3600,-57230.4,-15.8973333333333
"108",2018-01-05 13:00:00,0.157,0.146,0.193,0.145,0.146,0,0,5.641,8.783,25.052,12.894,3600,-7153.80000000001,-1.98716666666667
"109",2018-01-05 14:00:00,0.137,0.129,0.172,0.126,0.127,0,0,6.405,8.676,25.426,9.37,3600,-50076.6,-13.9101666666667
"110",2018-01-05 15:00:00,0.116,0.117,0.151,0.114,0.121,0,0,4.527,8.57,26.749,9.691,3600,-50076.6,-13.9101666666667
"111",2018-01-05 16:00:00,0.117,0.103,0.152,0.1,0.098,0,0,5.477,8.524,24.802,9.37,3600,2384.6,0.662388888888889
"112",2018-01-05 17:00:00,0.105,0.107,0.137,0.105,0.103,0,0,5.026,8.631,23.629,8.249,3600,-35769,-9.93583333333332
"113",2018-01-05 18:00:00,0.126,0.122,0.15,0.113,0.106,0,0,-0.678,8.585,15.69,-0.881,3600,30999.8,8.61105555555555
"114",2018-01-05 19:00:00,0.138,0.134,0.161,0.128,0.121,0,0,4.759,8.753,16.738,0.24,3600,26230.6,7.28627777777778
"115",2018-01-05 20:00:00,0.147,0.142,0.172,0.138,0.14,0,0,3.831,9.073,15.315,2.803,3600,26230.6,7.28627777777777
"116",2018-01-05 21:00:00,0.151,0.138,0.178,0.137,0.137,0,0,5.12,9.302,18.486,6.327,3600,14307.6,3.97433333333334
"117",2018-01-05 22:00:00,0.151,0.139,0.172,0.136,0.141,0,0,2.304,9.684,17.837,7.128,3600,-14307.6,-3.97433333333334
"118",2018-01-05 23:00:00,0.147,0.136,0.174,0.132,0.129,0,0,6.113,9.882,16.014,2.323,3600,4769.2,1.32477777777778
"119",2018-01-06 00:00:00,0.14,0.132,0.164,0.128,0.137,0,0,4.22233333333333,10.08,17.437,1.682,3600,-23846,-6.62388888888888
"120",2018-01-06 01:00:00,0.128,0.118,0.162,0.116,0.129,0,0,3.971,10.248,26.025,6.327,3600,-4769.2,-1.32477777777778
"121",2018-01-06 02:00:00,0.116,0.107,0.142,0.103,0.114,0,0,4.184,10.462,23.678,5.046,3600,-47692,-13.2477777777778
"122",2018-01-06 03:00:00,0.089,0.091,0.123,0.089,0.1,0,0,3.244,10.492,27.523,6.968,3600,-45307.4,-12.5853888888889
"123",2018-01-06 04:00:00,0.082,0.08,0.115,0.079,0.084,0,0,3.215,10.63,27.648,7.448,3600,-19076.8,-5.29911111111111
"124",2018-01-06 05:00:00,0.078,0.08,0.107,0.077,0.074,0,0,2.355,10.721,24.328,6.808,3600,-19076.8,-5.29911111111112
"125",2018-01-06 06:00:00,0.09,0.091,0.117,0.084,0.084,0,0,1.334,10.736,19.609,0.24,3600,23846,6.62388888888889
"126",2018-01-06 07:00:00,0.101,0.106,0.129,0.098,0.094,0,0,3.213,10.675,17.887,-0.4,3600,28615.2,7.94866666666667
"127",2018-01-06 08:00:00,0.108,0.112,0.137,0.11,0.107,0,0,1.767,10.614,20.533,5.366,3600,19076.8,5.29911111111112
"128",2018-01-06 09:00:00,0.106,0.108,0.136,0.104,0.109,0,0,2.742,10.416,23.079,5.366,3600,-2384.6,-0.662388888888889
"129",2018-01-06 10:00:00,0.097,0.104,0.127,0.098,0.094,0,0,4.13,10.248,24.003,4.405,3600,-21461.4,-5.96150000000001
"130",2018-01-06 11:00:00,0.105,0.107,0.128,0.101,0.094,0,0,5.699,10.034,17.687,4.245,3600,2384.6,0.662388888888889
"131",2018-01-06 12:00:00,0.105,0.107,0.131,0.102,0.1,0,0,3.142,9.943,17.937,5.847,3600,7153.80000000001,1.98716666666667
"132",2018-01-06 13:00:00,0.096,0.102,0.132,0.098,0.104,0,0,2.634,9.79,21.532,6.327,3600,2384.6,0.662388888888889
"133",2018-01-06 14:00:00,0.098,0.1,0.121,0.094,0.099,0,0,2.695,9.546,17.163,6.007,3600,-26230.6,-7.28627777777778
"134",2018-01-06 15:00:00,0.094,0.09,0.12,0.089,0.087,0,0,2.633,9.394,19.16,8.089,3600,-2384.6,-0.662388888888889
"135",2018-01-06 16:00:00,0.078,0.085,0.108,0.08,0.086,0,0,3.357,9.226,21.157,5.046,3600,-28615.2,-7.94866666666667
"136",2018-01-06 17:00:00,0.075,0.084,0.105,0.081,0.073,0,0,-0.418,9.073,21.207,2.323,3600,-7153.80000000001,-1.98716666666667
"137",2018-01-06 18:00:00,0.086,0.087,0.107,0.084,0.073,0,0,2.735,8.829,13.843,2.803,3600,4769.2,1.32477777777778
"138",2018-01-06 19:00:00,0.08,0.099,0.105,0.094,0.087,0,0,2.124,8.737,15.565,-1.201,3600,-4769.2,-1.32477777777778
"139",2018-01-06 20:00:00,0.091,0.096,0.115,0.092,0.083,0,0,1.88,8.463,16.389,1.201,3600,23846,6.62388888888889
"140",2018-01-06 21:00:00,0.089,0.099,0.115,0.095,0.082,0,0,2.413,8.432,15.091,3.123,3600,0,0
"141",2018-01-06 22:00:00,0.089,0.102,0.114,0.096,0.09,0,0,2.495,8.295,17.562,3.123,3600,-2384.6,-0.662388888888889
"142",2018-01-06 23:00:00,0.088,0.098,0.118,0.092,0.079,0,0,3.413,8.051,18.186,3.604,3600,9538.39999999998,2.64955555555555
"143",2018-01-07 00:00:00,0.086,0.103,0.113,0.099,0.087,0,0,2.107,7.883,18.261,4.885,3600,-11923,-3.31194444444444
"144",2018-01-07 01:00:00,0.088,0.095,0.112,0.091,0.083,0,0,3.112,7.746,15.89,4.725,3600,-2384.6,-0.662388888888889
"145",2018-01-07 02:00:00,0.069,0.086,0.097,0.083,0.076,0,0,2.788,7.669,19.934,4.725,3600,-35769,-9.93583333333333
"146",2018-01-07 03:00:00,0.053,0.076,0.088,0.073,0.064,0,0,1.629,7.532,22.256,5.046,3600,-21461.4,-5.96150000000001
"147",2018-01-07 04:00:00,0.045,0.066,0.081,0.064,0.047,0,0,3.151,7.288,22.555,6.007,3600,-16692.2,-4.63672222222222
"148",2018-01-07 05:00:00,0.04,0.059,0.067,0.055,0.037,0,0,3.377,7.257,19.185,2.483,3600,-33384.4,-9.27344444444444
"149",2018-01-07 06:00:00,0.044,0.062,0.072,0.055,0.032,0,0,0.687,7.074,18.386,0.24,3600,11923,3.31194444444444
"150",2018-01-07 07:00:00,0.049,0.07,0.068,0.065,0.043,0,0,1.717,7.166,12.719,2.803,3600,-9538.39999999998,-2.64955555555555
"151",2018-01-07 08:00:00,0.06,0.074,0.081,0.07,0.051,0,0,2.061,6.891,12.395,2.002,3600,30999.8,8.61105555555555
"152",2018-01-07 09:00:00,0.048,0.077,0.076,0.073,0.046,0,0,2.121,6.83,14.117,5.526,3600,-11923,-3.31194444444445
"153",2018-01-07 10:00:00,0.06,0.076,0.083,0.07,0.046,0,0,1.368,6.738,12.32,-0.561,3600,16692.2,4.63672222222223
"154",2018-01-07 11:00:00,0.058,0.075,0.076,0.071,0.054,0,0,3.422,6.632,11.346,1.842,3600,-16692.2,-4.63672222222223
"155",2018-01-07 12:00:00,0.054,0.073,0.08,0.068,0.052,0,0,2.25,6.525,15.99,6.487,3600,9538.40000000001,2.64955555555556
"156",2018-01-07 13:00:00,0.041,0.071,0.068,0.065,0.034,0,0,4.475,6.494,17.437,2.963,3600,-28615.2,-7.94866666666667
"157",2018-01-07 14:00:00,0.039,0.064,0.07,0.06,0.036,0,0,0.488,6.494,16.239,3.284,3600,4769.2,1.32477777777778
"158",2018-01-07 15:00:00,0.027,0.059,0.056,0.053,0.034,0,0,4.737,6.372,18.411,6.167,3600,-33384.4,-9.27344444444445
"159",2018-01-07 16:00:00,0.026,0.051,0.052,0.046,0.013,0,0,1.936,6.281,17.462,6.647,3600,-9538.40000000001,-2.64955555555556
"160",2018-01-07 17:00:00,0.027,0.049,0.048,0.039,0.014,0,0,2.657,6.159,10.048,0.881,3600,-9538.39999999999,-2.64955555555555
"161",2018-01-07 18:00:00,0.012,0.047,0.042,0.042,0.013,0,0,2.767,6.22,14.791,-0.08,3600,-14307.6,-3.97433333333333
"162",2018-01-07 19:00:00,0.018,0.041,0.041,0.038,0.008,0,0,2.54,5.945,15.39,3.764,3600,-2384.6,-0.662388888888889
"163",2018-01-07 20:00:00,0.011,0.044,0.03,0.038,0.005,0,0,3.577,5.945,15.141,-1.842,3600,-26230.6,-7.28627777777778
"164",2018-01-07 21:00:00,0.017,0.039,0.038,0.034,-0.004,0,0,1,5.853,10.772,0.24,3600,19076.8,5.29911111111111
"165",2018-01-07 22:00:00,0.026,0.047,0.048,0.041,0.014,0,0,0.373,5.762,7.976,-1.3932,3600,23846,6.62388888888889
"166",2018-01-07 23:00:00,0.02,0.051,0.045,0.047,0.022,0,0,2.627,5.792,10.522,3.764,3600,-7153.80000000001,-1.98716666666667
"167",2018-01-08 00:00:00,0.02,0.049,0.046,0.045,0.012,0,0,3.002,5.777,12.045,0.08,3600,2384.6,0.662388888888889
"168",2018-01-08 01:00:00,0.024,0.046,0.047,0.04,0.006,0,0,2.092,5.67,10.497,0.24,3600,2384.6,0.662388888888889
"169",2018-01-08 02:00:00,0.011,0.048,0.038,0.043,0.011,0,0,3.534,5.548,14.666,6.007,3600,-21461.4,-5.9615
"170",2018-01-08 03:00:00,0.026,0.049,0.05,0.042,0.002,0,0,0.643,5.502,10.073,2.162,3600,28615.2,7.94866666666667
"171",2018-01-08 04:00:00,0.026,0.051,0.05,0.048,0.021,0,0,2.551,5.441,11.097,1.522,3600,0,0
"172",2018-01-08 05:00:00,0.037,0.052,0.061,0.048,0.026,0,0,-0.337,5.411,9.549,4.885,3600,26230.6,7.28627777777778
"173",2018-01-08 06:00:00,0.028,0.054,0.052,0.049,0.02,0,0,4.541,5.472,9.998,2.803,3600,-21461.4,-5.9615
"174",2018-01-08 07:00:00,0.025,0.049,0.052,0.042,0.017,0,0,0.137,5.274,12.195,1.201,3600,0,0
"175",2018-01-08 08:00:00,0.024,0.051,0.049,0.045,0.009,0,0,2.839,5.197,9.798,2.002,3600,-7153.79999999999,-1.98716666666666
"176",2018-01-08 09:00:00,0.028,0.054,0.054,0.049,0.019,0,0,1.716,5.106,-0.312,7.608,3600,11923,3.31194444444444
"177",2018-01-08 10:00:00,0.031,0.052,0.051,0.048,0.01,0,0,2.741,5.075,9.249,5.526,3600,-7153.80000000001,-1.98716666666667
"178",2018-01-08 11:00:00,0.037,0.054,0.06,0.047,0.024,0,0,-0.972,5.136,4.856,-2.803,3600,21461.4,5.9615
"179",2018-01-08 12:00:00,0.043,0.06,0.065,0.055,0.037,0,0,3.078,5.106,7.477,-0.08,3600,11923,3.31194444444445
"180",2018-01-08 13:00:00,0.045,0.057,0.068,0.054,0.022,0,0,2.39,4.999,9.574,3.123,3600,7153.80000000001,1.98716666666667
"181",2018-01-08 14:00:00,0.043,0.056,0.066,0.049,0.031,0,0,2.51,4.999,7.527,-0.881,3600,-4769.2,-1.32477777777778
"182",2018-01-08 15:00:00,0.031,0.059,0.059,0.055,0.031,0,0,0.499,4.984,12.919,1.522,3600,-16692.2,-4.63672222222223
"183",2018-01-08 16:00:00,0.042,0.046,0.065,0.043,0.014,0,0,3.228,4.953,12.095,3.284,3600,14307.6,3.97433333333334
"184",2018-01-08 17:00:00,0.045,0.048,0.057,0.044,0.019,0,0,2.313,4.877,6.104,-0.721,3600,-19076.8,-5.29911111111111
"185",2018-01-08 18:00:00,0.037,0.048,0.058,0.043,0.041,0,0,3.095,4.862,8.55,0.08,3600,2384.6,0.662388888888889
"186",2018-01-08 19:00:00,0.038,0.049,0.061,0.044,0.026,0,0,3.404,4.77,11.146,-3.123,3600,7153.79999999999,1.98716666666666
"187",2018-01-08 20:00:00,0.042,0.055,0.065,0.049,0.033,0,0,1.15,4.678,8.026,-0.24,3600,9538.40000000001,2.64955555555556
"188",2018-01-08 21:00:00,0.037,0.055,0.066,0.049,0.037,0,0,2.014,4.709,14.966,2.803,3600,2384.6,0.662388888888889
"189",2018-01-08 22:00:00,0.048,0.061,0.072,0.052,0.02,0,0,2.725,4.663,10.048,-0.24,3600,14307.6,3.97433333333333
